         Part Number       Quantity   Unit Cost  Unit Price     Total Cost    Total Price
            72591229              27        15.58        20.41          420.66          551.07
            80955309               3        16.51        20.07           49.53           60.21
            50310242              84        10.30        13.80          865.20         1159.20
            27470967              10        16.17        20.36          161.70          203.60
            77189549              21        21.15        24.64          444.15          517.44
            72771191               3        17.78        23.31           53.34           69.93
            65537294              64        21.96        27.57         1405.44         1764.48
            55263273              42        18.62        22.22          782.04          933.24
            42770709              50        12.19        15.44          609.50          772.00
            75647204              28        19.39        24.87          542.92          696.36
            67515582              61        17.43        20.59         1063.23         1255.99
            56884152               4        15.70        21.26           62.80           85.04
            15963630               5        29.36        32.93          146.80          164.65
            40278707              84        20.15        24.30         1692.60         2041.20
            78122228              85        13.73        18.55         1167.05         1576.75
            15388347              59        27.85        32.62         1643.15         1924.58
            62839762              93        14.75        20.19         1371.75         1877.67
            27240862              43        28.12        31.28         1209.16         1345.04
            60716308              47        20.86        26.78          980.42         1258.66
            18870895              77        22.80        26.50         1755.60         2040.50
            34751590              46        12.60        16.52          579.60          759.92
            87951178              60        18.19        23.37         1091.40         1402.20
            57667879              22        16.21        22.04          356.62          484.88
            22307784              99        14.22        19.97         1407.78         1977.03
            38944334              93        13.73        18.51         1276.89         1721.43
            32945551              21        21.25        26.10          446.25          548.10
            63706075              21        15.39        21.26          323.19          446.46
            80858072              98        13.32        16.89         1305.36         1655.22
            86202831              47        29.26        35.23         1375.22         1655.81
            24467721               3        15.72        21.71           47.16           65.13
            73831091              86        25.67        30.20         2207.62         2597.20
            39458442              23        20.49        26.06          471.27          599.38
            43984612              76        25.76        31.51         1957.76         2394.76
            13201627              70        18.12        24.09         1268.40         1686.30
            65237455              56        12.63        17.39          707.28          973.84
            83980353              56        20.50        25.99         1148.00         1455.44
            56827836              55        15.74        20.17          865.70         1109.35
            49493175              39        14.55        19.03          567.45          742.17
            18422552             100        22.06        27.26         2206.00         2726.00
            62481686              38        27.38        31.15         1040.44         1183.70
            52555493              21        20.65        25.19          433.65          528.99
            50295179              88        23.09        28.10         2031.92         2472.80
            18422552             100        22.06        27.26         2206.00         2726.00
            62481686              38        27.38        31.15         1040.44         1183.70
            36733364              69        29.72        35.59         2050.68         2455.71
            42145649              30        19.23        24.90          576.90          747.00
            58038988              62        13.42        17.69          832.04         1096.78
            83361455              50        10.14        16.07          507.00          803.50
            41677726              77        14.76        18.57         1136.52         1429.89
            36733364              69        29.72        35.59         2050.68         2455.71
            78023688              28        29.67        35.41          830.76          991.48
            14947415              10        16.17        21.10          161.70          211.00
            84777768              66        11.40        14.53          752.40          958.98
            49013255              89        18.32        24.27         1630.48         2160.03
            34850784              89        12.43        15.68         1106.27         1395.52
            58609625               1        23.58        27.78           23.58           27.78
            54667311              34        13.30        17.40          452.20          591.60
            49493175              39        14.55        19.03          567.45          742.17
            43210345              76        11.33        14.55          861.08         1105.80
            83480974              83        23.94        29.53         1987.02         2450.99
            57301383              68        15.52        21.46         1055.36         1459.28
            65237455              56        12.63        17.39          707.28          973.84
            67317709              16        10.27        15.03          164.32          240.48
            56664402              75        12.40        15.93          930.00         1194.75
            54366510              24        13.73        18.58          329.52          445.92
            57739204               1        23.02        27.52           23.02           27.52
            60360685              42        28.86        33.14         1212.12         1391.88
            35342162              75        29.91        34.65         2243.25         2598.75
            43771833              50        18.24        21.52          912.00         1076.00
            14698138              39        15.68        21.08          611.52          822.12
            83391843              30        20.31        23.67          609.30          710.10
            21390393              99        10.14        14.09         1003.86         1394.91
            79153401              57        24.13        27.24         1375.41         1552.68
            77435552              39        12.08        17.33          471.12          675.87
            66910032              10        12.87        17.11          128.70          171.10
            50040763              32        14.71        20.02          470.72          640.64
            74497902              82        20.00        23.21         1640.00         1903.22
            35304393              38        29.75        33.66         1130.50         1279.08
            19103941              66        25.55        28.79         1686.30         1900.14
            58339617              68        13.73        18.72          933.64         1272.96
            46621097              48        26.37        29.84         1265.76         1432.32
            13258730              62        19.61        24.99         1215.82         1549.38
            64349453              14        18.46        23.84          258.44          333.76
            78407458               4        16.28        21.33           65.12           85.32
            35390230              73        26.80        31.99         1956.40         2335.27
            51138886              14        29.87        34.45          418.18          482.30
            76601028              28        21.49        25.62          601.72          717.36
            71327423              62        27.16        31.77         1683.92         1969.74
            72587977              76        24.53        29.75         1864.28         2261.00
            29257517              83        10.76        13.93          893.08         1156.19
            74543762              61        12.57        16.86          766.77         1028.46
            50743173              92        24.91        29.66         2291.72         2728.72
            36386359              60        12.09        17.21          725.40         1032.60
            83582158              67        22.44        26.30         1503.48         1762.10
            81781879              98        21.13        24.15         2070.74         2366.70
            23180207              23        21.63        25.79          497.49          593.17
            56222908              32        15.37        20.22          491.84          647.04
            81946005              22        19.90        24.29          437.80          534.38
            59734200              12        25.75        31.22          309.00          374.64
            35262107               8        14.46        19.91          115.68          159.28
            15183855              18        24.59        29.80          442.62          536.40
            86414890              27        10.02        14.42          270.54          389.34
            58445058               2        21.96        27.41           43.92           54.82
            29884085              52        26.47        30.46         1376.44         1583.92
            39341800              25        24.32        29.58          608.00          739.50
            49142030              36        23.15        28.01          833.40         1008.36
            40160899              46        10.83        14.53          498.18          668.38
            44493871              38        21.74        24.88          826.12          945.44
            31803679              94        23.14        26.61         2175.16         2501.34
            75268158              29        13.03        18.84          377.87          546.36
            15495526              36        16.20        20.47          583.20          736.92
            40171345              51        17.93        21.06          914.43         1074.06
            79891110               8        10.47        16.15           83.76          129.20
            31665020              26        15.76        18.78          409.76          488.28
            28342656               2        26.18        30.82           52.36           61.64
            56664402              75        12.40        15.93          930.00         1194.75
            68458253              17        18.28        21.32          310.76          362.44
            63758855              39        11.25        14.70          438.75          573.30
            35141667              98        21.15        26.43         2072.70         2590.14
            25372090              93        17.27        22.99         1606.11         2138.07
            14599689              68        21.52        26.55         1463.36         1805.40
            86457838              45        22.84        25.86         1027.80         1163.70
            15431795              95        15.33        19.15         1456.35         1819.25
            45117011             100        19.02        24.56         1902.00         2456.00
            34311148              62        12.77        18.19          791.74         1127.78
            55344433              71        29.00        34.35         2059.00         2438.85
            77085365              41        22.53        26.66          923.73         1093.06
            54756389               6        10.30        13.48           61.80           80.88
            22971931              40        17.84        23.59          713.60          943.60
            39347416              68        18.06        23.68         1228.08         1610.24
            22217524              54        10.94        15.56          590.76          840.24
            40299841              50        28.50        31.89         1425.00         1594.50
            66698657              48        16.13        21.83          774.24         1047.84
            53518629              69        11.66        17.49          804.54         1206.81
            63173268               9        15.25        18.46          137.25          166.14
            36990628              49        28.67        33.09         1404.83         1621.41
            85525597              18        17.05        22.42          306.90          403.56
            73657743              49        19.68        23.46          964.32         1149.54
            43941327              31        12.59        16.54          390.29          512.74
            17692750              97        18.54        23.26         1798.38         2256.22
            88452976              45        13.45        17.83          605.25          802.35
            62159876              47        12.63        17.34          593.61          814.98
            56030075              46        18.62        22.81          856.52         1049.26
            65853384              51        18.67        22.56          952.17         1150.56
            69865581              94        21.26        26.45         1998.44         2486.30
            18059483              19        13.66        17.57          259.54          333.83
            32728517              82        15.43        19.58         1265.26         1605.56
            35537534              60        27.18        32.16         1630.80         1929.60
            66028170              21        17.59        23.57          369.39          494.97
            75529079              28        29.27        33.08          819.56          926.24
            44603982              11        14.04        18.87          154.44          207.57
            35342162              75        29.91        34.65         2243.25         2598.75
            84623811               2        15.66        20.90           31.32           41.80
            32216703              97        23.12        28.83         2242.64         2796.51
            14379934              45        29.70        33.17         1336.50         1492.65
            73831091              86        25.67        30.20         2207.62         2597.20
            83762728              45        22.25        25.31         1001.25         1138.95
            18082546              53        23.34        29.03         1237.02         1538.59
            34171236              19        24.01        29.29          456.19          556.51
            52392582              78        16.69        20.31         1301.82         1584.18
            43715790              31        27.98        31.68          867.38          982.08
            38072280              17        22.95        28.65          390.15          487.05
            31761910              89        17.84        23.01         1587.76         2047.89
            53972005              43        22.81        28.51          980.83         1225.93
            28069210              27        12.45        16.94          336.15          457.38
            28166727               8        17.58        23.34          140.64          186.72
            65915441              71        18.19        24.01         1291.49         1704.71
            29691501              57        22.78        28.28         1298.46         1611.96
            59474045              55        11.99        16.72          659.45          919.60
            24467721               3        15.72        21.71           47.16           65.13
            32827437               8        20.49        24.73          163.92          197.84
            39421903              19        10.45        16.29          198.55          309.51
            49300488              61        10.69        16.28          652.09          993.08
            30739126              14        27.83        33.29          389.62          466.06
            73833666              69        21.75        26.11         1500.75         1801.59
            34189844              93        16.77        20.93         1559.61         1946.49
            70401508              98        28.82        34.04         2824.36         3335.92
            26383509              27        22.91        27.15          618.57          733.05
            73324460              35        13.12        18.60          459.20          651.00
            25725760              15        26.82        32.17          402.30          482.55
            41721415              31        12.02        17.97          372.62          557.07
            75268158              29        13.03        18.84          377.87          546.36
            58810322               4        19.17        25.03           76.68          100.12
            39458442              23        20.49        26.06          471.27          599.38
            77445705              30        29.18        33.65          875.40         1009.50
            61130267              34        10.88        14.34          369.92          487.56
            35539581              17        16.74        22.13          284.58          376.21
            78039357              82        16.45        22.40         1348.90         1836.80
            30418386              42        23.72        28.11          996.24         1180.62
            17358405              66        15.82        21.08         1044.12         1391.28
            84001619               3        20.58        24.48           61.74           73.44
            22877827               6        16.46        21.19           98.76          127.14
            29435965              39        25.28        31.23          985.92         1217.97
            50036717               8        24.69        28.73          197.52          229.84
            56953445              35        21.16        25.85          740.60          904.75
            81379037              14        27.74        31.56          388.36          441.84
            68324629               6        24.98        30.61          149.88          183.66
            39635549               8        28.02        33.32          224.16          266.56
            59128090              11        16.39        20.12          180.29          221.32
            43416112              72        25.53        28.62         1838.16         2060.64
            81296480              90        25.59        31.13         2303.10         2801.70
            50317035              30        22.64        25.68          679.20          770.40
            43777863              67        16.83        20.60         1127.61         1380.20
            78629863               8        24.51        28.31          196.08          226.48
            64418724               9        21.15        25.22          190.35          226.98
            76254359              49        10.58        14.73          518.42          721.77
            43510588              29        25.05        29.18          726.45          846.22
            43436020              40        25.86        30.99         1034.40         1239.60
            55473817              57        19.13        22.13         1090.41         1261.41
            54221156              93        13.04        18.12         1212.72         1685.16
            47296985               1        10.99        15.81           10.99           15.81
            76427814              70        21.25        24.36         1487.50         1705.20
            11531675              85        10.99        16.11          934.15         1369.35
            66955027              45        26.73        30.99         1202.85         1394.55
            46738486              38        14.87        19.44          565.06          738.72
            60289116               3        14.50        18.91           43.50           56.73
            63435178              55        22.04        27.16         1212.20         1493.80
            79170842              16        29.59        34.75          473.44          556.00
            13201627              70        18.12        24.09         1268.40         1686.30
            43771833              50        18.24        21.52          912.00         1076.00
            18659990              43        15.01        20.76          645.43          892.68
            35631998              79        25.89        29.56         2045.31         2335.24
            81735019              16        25.51        31.43          408.16          502.88
            60360685              42        28.86        33.14         1212.12         1391.88
            21314622              60        18.99        24.19         1139.40         1451.40
            81138617              46        15.15        19.76          696.90          908.96
            49052689              79        23.14        27.68         1828.06         2186.72
            14698138              39        15.68        21.08          611.52          822.12
            34389249              83        17.68        22.58         1467.44         1874.14
            76147512              40        24.26        27.40          970.40         1096.00
            83637016              69        27.45        31.72         1894.05         2188.68
            83391843              30        20.31        23.67          609.30          710.10
            48509677               4        25.20        29.71          100.80          118.84
            77435552              39        12.08        17.33          471.12          675.87
            67317709              16        10.27        15.03          164.32          240.48
            33686751              46        20.10        23.74          924.60         1092.04
            87553231              70        23.79        28.20         1665.30         1974.00
            41610696               9        14.03        17.30          126.27          155.70
            40036792              65        17.31        23.16         1125.15         1505.40
            46132369              64        28.23        32.34         1806.72         2069.76
            33429908              40        26.09        30.14         1043.60         1205.60
            74497902              82        20.00        23.21         1640.00         1903.22
            28810429              81        29.49        33.01         2388.69         2673.81
            71529535              21        27.36        31.04          574.56          651.84
            88491828              34        29.57        34.24         1005.38         1164.16
            61299263              98        29.11        33.01         2852.78         3234.98
            85699860              21        20.28        23.37          425.88          490.77
            66910032              10        12.87        17.11          128.70          171.10
            15276046              96        15.72        19.42         1509.12         1864.32
            42578554              20        17.59        21.44          351.80          428.80
            77803747              70        26.72        29.74         1870.40         2081.80
            17800899              16        22.20        26.01          355.20          416.16
            35304393              38        29.75        33.66         1130.50         1279.08
            79490708              84        10.37        15.25          871.08         1281.00
            50040763              32        14.71        20.02          470.72          640.64
            15917508              81        28.92        31.96         2342.52         2588.76
            68740451               3        10.94        16.14           32.82           48.42
            22387159              81        13.54        19.15         1096.74         1551.15
            82258988              50        17.04        20.76          852.00         1038.00
            29022294              63        14.43        18.23          909.09         1148.49
            72247784              90        11.52        17.26         1036.80         1553.40
            32913509              42        11.94        16.43          501.48          690.06
            47533952              96        11.85        15.79         1137.60         1515.84
            19103941              66        25.55        28.79         1686.30         1900.14
            37761798              48        13.31        17.97          638.88          862.56
            39941194              44        19.12        23.33          841.28         1026.52
            49265048              58        13.50        18.90          783.00         1096.20
            53741016              54        23.69        27.10         1279.26         1463.40
            54036898              68        10.71        13.78          728.28          937.04
            80203561               4        28.03        32.89          112.12          131.56
            76076746              64        15.72        19.29         1006.08         1234.56
            37055841              87        19.81        24.45         1723.47         2127.15
            69384947              99        12.41        16.75         1228.59         1658.25
            17461679              54        10.76        16.74          581.04          903.96
            43849621              22        20.16        23.82          443.52          524.04
            16768461              35        10.07        15.28          352.45          534.80
            56044625              77        26.84        30.00         2066.68         2310.00
            40095023              62        18.63        24.31         1155.06         1507.22
            67167784               7        20.82        24.08          145.74          168.56
            53016903              16        11.19        15.79          179.04          252.64
            14375908              58        15.24        19.87          883.92         1152.46
            60123854              80        22.90        26.34         1832.00         2107.20
            28458648              97        19.67        22.73         1907.99         2204.81
            88301639              13        23.37        27.32          303.81          355.16
            24388225              28        17.90        22.64          501.20          633.92
            37195393              94        25.99        29.97         2443.06         2817.18
            88563106              11        11.74        16.01          129.14          176.11
            18870895              77        22.80        26.50         1755.60         2040.50
            26923610              35        21.70        25.06          759.50          877.10
            12880478              18        24.61        30.20          442.98          543.60
            64853503              41        12.51        16.82          512.91          689.62
            72874936               5        18.34        22.96           91.70          114.80
            52614745              37        22.62        28.25          836.94         1045.25
            31050885              78        18.33        21.95         1429.74         1712.10
            87209284              91        27.20        31.42         2475.20         2859.22
            28232368              63        19.07        23.98         1201.41         1510.74
            54979164              83        21.06        25.15         1747.98         2087.45
            88189478              86        15.24        19.55         1310.64         1681.30
            36473623              16        15.21        19.89          243.36          318.24
            73556705              24        21.20        25.96          508.80          623.04
            38917581              77        26.47        31.07         2038.19         2392.39
            31081490               1        20.71        24.06           20.71           24.06
            15555649              71        18.67        22.08         1325.57         1567.68
            52715440              86        16.72        20.05         1437.92         1724.30
            44544249               3        26.55        30.19           79.65           90.57
            49559225              94        21.63        27.14         2033.22         2551.16
            27176633              51        12.76        16.22          650.76          827.22
            71387635              81        14.74        17.92         1193.94         1451.52
            69358897              32        23.73        28.73          759.36          919.36
            36760711              52        18.94        23.46          984.88         1219.92
            58045576              64        10.51        16.20          672.64         1036.80
            49045379              25        14.14        19.04          353.50          476.00
            18982295              44        21.43        25.71          942.92         1131.24
            83740526              23        19.56        22.59          449.88          519.57
            14578137              41        16.99        21.27          696.59          872.07
            19784361               6        18.19        21.20          109.14          127.20
            80101873              62        28.13        32.28         1744.06         2001.36
            86767861              93        16.94        22.43         1575.42         2085.99
            52968876              99        11.77        17.62         1165.23         1744.38
            77643941              27        13.18        16.62          355.86          448.74
            79334055              46        26.54        30.77         1220.84         1415.42
            65014865              54        28.95        34.28         1563.30         1851.12
            44137228              61        23.26        27.46         1418.86         1675.06
            50134836               8        27.71        31.48          221.68          251.84
            22662424               1        11.84        15.28           11.84           15.28
            71540862              46        25.58        30.30         1176.68         1393.80
            31353041              28        21.82        27.67          610.96          774.76
            81106814               9        12.55        17.38          112.95          156.42
            74435780              64        24.09        29.58         1541.76         1893.12
            11458375             100        18.51        21.68         1851.00         2168.00
            12949685               6        26.89        30.96          161.34          185.76
            27270146              81        23.52        27.65         1905.12         2239.65
            21552284              30        10.40        15.18          312.00          455.40
            88046718              25        22.56        27.49          564.00          687.25
            68262175              92        19.83        24.50         1824.36         2254.00
            39898842               8        20.69        25.42          165.52          203.36
            55396347              65        12.49        18.04          811.85         1172.60
            18398033              13        29.16        32.22          379.08          418.86
            36511952              85        13.32        17.87         1132.20         1518.95
            51080942              56        23.57        29.09         1319.92         1629.04
            36020570              22        15.27        19.78          335.94          435.16
            42978025              89        27.65        33.36         2460.85         2969.04
            26782989              32        17.16        20.93          549.12          669.76
            22142782              41        17.65        21.80          723.65          893.80
            71733835              17        22.36        25.67          380.12          436.39
            38561693              47        18.00        22.00          846.00         1034.00
            59802180              33        13.26        17.79          437.58          587.07
            78907535              46        22.91        27.32         1053.86         1256.72
            75541722              78        22.80        25.97         1778.40         2025.66
            71733835              17        22.36        25.67          380.12          436.39
            30739126              14        27.83        33.29          389.62          466.06
            72591229              27        15.58        20.41          420.66          551.07
            38072280              17        22.95        28.65          390.15          487.05
            78122228              85        13.73        18.55         1167.05         1576.75
            14379934              45        29.70        33.17         1336.50         1492.65
            28062267              47        14.68        18.06          689.96          848.82
            15388347              59        27.85        32.62         1643.15         1924.58
            55842246              48        15.98        21.43          767.04         1028.64
            34189844              93        16.77        20.93         1559.61         1946.49
            33483040              55        24.25        28.48         1333.75         1566.40
            47296985               1        10.99        15.81           10.99           15.81
            67515582              61        17.43        20.59         1063.23         1255.99
            65537294              64        21.96        27.57         1405.44         1764.48
            50310242              84        10.30        13.80          865.20         1159.20
            17103483              86        24.10        27.36         2072.60         2352.96
            76427814              70        21.25        24.36         1487.50         1705.20
            31917171              58        23.27        27.29         1349.66         1582.82
            77189549              21        21.15        24.64          444.15          517.44
            11303142              47        10.56        16.35          496.32          768.45
            27470967              10        16.17        20.36          161.70          203.60
            46318094              53        13.39        18.74          709.67          993.22
            47578754              90        26.20        30.44         2358.00         2739.60
            78206035              11        25.00        30.19          275.00          332.09
            85699185              26        13.43        19.23          349.18          499.98
            49336268              99        15.02        18.51         1486.98         1832.49
            71351528              91        18.02        21.76         1639.82         1980.16
            27972823              12        28.73        32.17          344.76          386.04
            37303335              98        14.00        19.04         1372.00         1865.92
            48635725              21        18.82        23.72          395.22          498.12
            55263273              42        18.62        22.22          782.04          933.24
            70692724               6        19.41        22.88          116.46          137.28
            27640169              59        10.52        15.35          620.68          905.65
            72771191               3        17.78        23.31           53.34           69.93
            56884152               4        15.70        21.26           62.80           85.04
            43715790              31        27.98        31.68          867.38          982.08
            60027243              72        19.48        24.93         1402.56         1794.96
            14366464              32        10.12        15.81          323.84          505.92
            42770709              50        12.19        15.44          609.50          772.00
            12968942              80        18.72        22.47         1497.60         1797.60
            21323997              81        12.74        16.19         1031.94         1311.39
            80924508              94        23.82        28.14         2239.08         2645.16
            60716308              47        20.86        26.78          980.42         1258.66
            27240862              43        28.12        31.28         1209.16         1345.04
            48583427              80        15.99        20.68         1279.20         1654.40
            43151607              65        13.59        19.16          883.35         1245.40
            44928407              38        14.42        20.03          547.96          761.14
            40278707              84        20.15        24.30         1692.60         2041.20
            17358405              66        15.82        21.08         1044.12         1391.28
            55473817              57        19.13        22.13         1090.41         1261.41
            81379037              14        27.74        31.56          388.36          441.84
            72660734              37        22.74        27.19          841.38         1006.03
            61130267              34        10.88        14.34          369.92          487.56
            37055841              87        19.81        24.45         1723.47         2127.15
            69384947              99        12.41        16.75         1228.59         1658.25
            43777863              67        16.83        20.60         1127.61         1380.20
            49265048              58        13.50        18.90          783.00         1096.20
            42145649              30        19.23        24.90          576.90          747.00
            37761798              48        13.31        17.97          638.88          862.56
            69865581              94        21.26        26.45         1998.44         2486.30
            43849621              22        20.16        23.82          443.52          524.04
            58038988              62        13.42        17.69          832.04         1096.78
            82258988              50        17.04        20.76          852.00         1038.00
            83361455              50        10.14        16.07          507.00          803.50
            84001619               3        20.58        24.48           61.74           73.44
            41677726              77        14.76        18.57         1136.52         1429.89
            17461679              54        10.76        16.74          581.04          903.96
            34850784              89        12.43        15.68         1106.27         1395.52
            39941194              44        19.12        23.33          841.28         1026.52
            65853384              51        18.67        22.56          952.17         1150.56
            53741016              54        23.69        27.10         1279.26         1463.40
            84777768              66        11.40        14.53          752.40          958.98
            56044625              77        26.84        30.00         2066.68         2310.00
            20766559              15        17.28        21.88          259.20          328.20
            83637016              69        27.45        31.72         1894.05         2188.68
            81296480              90        25.59        31.13         2303.10         2801.70
            49013255              89        18.32        24.27         1630.48         2160.03
            60123854              80        22.90        26.34         1832.00         2107.20
            57301383              68        15.52        21.46         1055.36         1459.28
            16768461              35        10.07        15.28          352.45          534.80
            58609625               1        23.58        27.78           23.58           27.78
            40095023              62        18.63        24.31         1155.06         1507.22
            80203561               4        28.03        32.89          112.12          131.56
            56030075              46        18.62        22.81          856.52         1049.26
            46738486              38        14.87        19.44          565.06          738.72
            43210345              76        11.33        14.55          861.08         1105.80
            88563106              11        11.74        16.01          129.14          176.11
            83480974              83        23.94        29.53         1987.02         2450.99
            47216256              83        24.21        30.02         2009.43         2491.66
            59734200              12        25.75        31.22          309.00          374.64
            54036898              68        10.71        13.78          728.28          937.04
            64349453              14        18.46        23.84          258.44          333.76
            21314622              60        18.99        24.19         1139.40         1451.40
            49052689              79        23.14        27.68         1828.06         2186.72
            53016903              16        11.19        15.79          179.04          252.64
            62159876              47        12.63        17.34          593.61          814.98
            59128090              11        16.39        20.12          180.29          221.32
            87951178              60        18.19        23.37         1091.40         1402.20
            88301639              13        23.37        27.32          303.81          355.16
            87553231              70        23.79        28.20         1665.30         1974.00
            62028894              95        28.44        33.25         2701.80         3158.75
            37195393              94        25.99        29.97         2443.06         2817.18
            28810429              81        29.49        33.01         2388.69         2673.81
            58339617              68        13.73        18.72          933.64         1272.96
            18870895              77        22.80        26.50         1755.60         2040.50
            46621097              48        26.37        29.84         1265.76         1432.32
            72874936               5        18.34        22.96           91.70          114.80
            43941327              31        12.59        16.54          390.29          512.74
            43510588              29        25.05        29.18          726.45          846.22
            85525597              18        17.05        22.42          306.90          403.56
            15555649              71        18.67        22.08         1325.57         1567.68
            36990628              49        28.67        33.09         1404.83         1621.41
            52968876              99        11.77        17.62         1165.23         1744.38
            17692750              97        18.54        23.26         1798.38         2256.22
            53518629              69        11.66        17.49          804.54         1206.81
            52614745              37        22.62        28.25          836.94         1045.25
            66698657              48        16.13        21.83          774.24         1047.84
            12880478              18        24.61        30.20          442.98          543.60
            40299841              50        28.50        31.89         1425.00         1594.50
            63435178              55        22.04        27.16         1212.20         1493.80
            15495526              36        16.20        20.47          583.20          736.92
            36473623              16        15.21        19.89          243.36          318.24
            22217524              54        10.94        15.56          590.76          840.24
            67167784               7        20.82        24.08          145.74          168.56
            63173268               9        15.25        18.46          137.25          166.14
